BENSON,,,,
NGR = 4625E 1916N,,,,
Altitude = 57 metres,,,,
Latitude = 51:62N Longitude = 01:10W,,,,
Date,Hour,Hourly Mean Windspeed (kn),Hourly Mean Wind Direction (o),Hourly Temperature (°C)
24/06/2013,10,10,290,13.3
24/06/2013,11,10,290,14.4
24/06/2013,12,9,300,15.8
24/06/2013,13,10,310,15.5
24/06/2013,14,8,310,16.5
24/06/2013,15,9,300,16.5
24/06/2013,16,9,300,16.1
24/06/2013,17,7,290,16.3
24/06/2013,18,7,280,15.4
24/06/2013,19,4,290,15.2
24/06/2013,20,3,290,14.4
24/06/2013,21,2,300,13.4
24/06/2013,22,1,10,11.3
24/06/2013,23,1,80,9.9
25/06/2013,0,2,200,9.5
25/06/2013,1,1,40,6.9
25/06/2013,2,2,330,7.9
25/06/2013,3,1,140,7.8
25/06/2013,4,2,60,7.0
25/06/2013,5,1,20,7.1
25/06/2013,6,1,150,10.1
25/06/2013,7,2,320,11.6
25/06/2013,8,1,260,12.9
25/06/2013,9,2,270,14.9
25/06/2013,10,3,310,16.2
25/06/2013,11,4,360,16.0
25/06/2013,12,4,300,17.2
25/06/2013,13,4,300,18.5
25/06/2013,14,3,310,17.7
25/06/2013,15,4,260,19.2
25/06/2013,16,4,30,18.4
25/06/2013,17,3,320,18.1
25/06/2013,18,2,330,18.1
25/06/2013,19,2,270,18.0
25/06/2013,20,2,230,16.9
25/06/2013,21,1,180,10.3
25/06/2013,22,2,120,8.5
25/06/2013,23,1,110,8.3
26/06/2013,0,1,150,6.8
26/06/2013,1,0,0,6.3
26/06/2013,2,1,100,6.5
26/06/2013,3,2,90,7.1
26/06/2013,4,1,110,6.2
26/06/2013,5,1,200,8.3
26/06/2013,6,1,60,9.9
26/06/2013,7,2,330,11.6
26/06/2013,8,3,300,14.1
26/06/2013,9,3,320,16.6
26/06/2013,10,3,330,17.9
26/06/2013,11,4,300,19.4
26/06/2013,12,5,270,18.9
26/06/2013,13,5,290,19.4
26/06/2013,14,6,280,19.6
26/06/2013,15,7,270,20.4
26/06/2013,16,7,290,19.9
26/06/2013,17,5,290,20.3
26/06/2013,18,5,310,18.9
26/06/2013,19,4,320,18.4
26/06/2013,20,4,320,17.4
26/06/2013,21,6,350,14.9
26/06/2013,22,6,350,13.8
26/06/2013,23,2,340,11.1
27/06/2013,0,2,300,10.5
27/06/2013,1,1,250,10.3
27/06/2013,2,1,180,11.1
27/06/2013,3,2,320,11.4
27/06/2013,4,2,330,11.5
27/06/2013,5,3,310,11.8
27/06/2013,6,2,310,11.9
27/06/2013,7,3,310,12.6
27/06/2013,8,5,330,13.4
27/06/2013,9,6,320,14.0
27/06/2013,10,6,300,15.3
27/06/2013,11,6,300,15.8
27/06/2013,12,7,290,17.9
27/06/2013,13,7,290,18.1
27/06/2013,14,8,290,18.3
27/06/2013,15,6,310,19.3
27/06/2013,16,8,300,16.2
27/06/2013,17,4,300,14.6
27/06/2013,18,6,280,13.3
27/06/2013,19,6,280,12.4
27/06/2013,20,7,270,11.6
27/06/2013,21,4,240,11.3
27/06/2013,22,4,260,11.5
27/06/2013,23,3,260,12.1
28/06/2013,0,3,280,12.6
28/06/2013,1,4,270,12.7
28/06/2013,2,4,270,12.9
28/06/2013,3,4,270,13.2
28/06/2013,4,4,270,13.4
28/06/2013,5,3,260,13.7
28/06/2013,6,4,280,13.8
28/06/2013,7,4,270,14.2
28/06/2013,8,5,270,14.9
28/06/2013,9,5,260,15.8
28/06/2013,10,6,270,16.0
28/06/2013,11,6,270,17.1
28/06/2013,12,7,270,17.7
28/06/2013,13,6,270,20.2
28/06/2013,14,7,270,20.7
28/06/2013,15,8,260,20.9
28/06/2013,16,11,260,20.0
28/06/2013,17,10,240,19.1
28/06/2013,18,10,240,17.9
28/06/2013,19,9,250,17.1
28/06/2013,20,9,260,16.5
28/06/2013,21,7,270,16.4
28/06/2013,22,6,280,16.4
28/06/2013,23,7,270,15.8
29/06/2013,0,6,280,14.8
29/06/2013,1,4,290,14.4
29/06/2013,2,4,300,14.0
29/06/2013,3,6,330,13.4
29/06/2013,4,7,350,12.8
29/06/2013,5,4,340,12.0
29/06/2013,6,6,340,12.3
29/06/2013,7,7,340,13.0
29/06/2013,8,8,340,13.8
29/06/2013,9,9,340,14.9
29/06/2013,10,9,330,16.0
29/06/2013,11,8,320,16.9
29/06/2013,12,7,320,17.4
29/06/2013,13,7,300,18.7
29/06/2013,14,6,280,18.7
29/06/2013,15,7,290,20.6
29/06/2013,16,7,280,21.0
29/06/2013,17,7,290,21.7
29/06/2013,18,6,290,21.3
29/06/2013,19,6,270,20.2
29/06/2013,20,6,260,19.4
29/06/2013,21,6,250,18.4
29/06/2013,22,5,240,17.7
29/06/2013,23,3,250,17.7
30/06/2013,0,4,270,17.5
30/06/2013,1,4,250,15.3
30/06/2013,2,3,220,14.0
30/06/2013,3,3,180,12.1
30/06/2013,4,2,220,13.6
30/06/2013,5,5,230,13.9
30/06/2013,6,5,230,14.2
30/06/2013,7,5,250,15.2
30/06/2013,8,5,270,16.1
30/06/2013,9,4,220,18.1
30/06/2013,10,9,220,20.6
30/06/2013,11,12,230,21.6
30/06/2013,12,11,240,22.0
30/06/2013,13,12,240,22.7
30/06/2013,14,12,250,22.6
30/06/2013,15,13,240,21.9
30/06/2013,16,14,240,21.8
30/06/2013,17,13,240,21.3
30/06/2013,18,13,250,19.4
30/06/2013,19,9,250,17.1
30/06/2013,20,10,240,15.8
30/06/2013,21,8,240,14.9
30/06/2013,22,7,230,14.8
30/06/2013,23,9,240,14.7
01/07/2013,0,8,220,14.2
01/07/2013,1,6,220,14.2
01/07/2013,2,8,230,13.5
01/07/2013,3,7,230,12.9
01/07/2013,4,5,220,11.2
01/07/2013,5,4,210,11.2
01/07/2013,6,4,230,12.8
01/07/2013,7,7,250,14.3
01/07/2013,8,7,240,15.1
01/07/2013,9,9,250,15.8
01/07/2013,10,9,260,17.4
01/07/2013,11,10,250,17.0
01/07/2013,12,10,250,18.1
01/07/2013,13,11,250,17.9
01/07/2013,14,11,250,18.3
01/07/2013,15,10,250,18.1
01/07/2013,16,7,260,17.8
01/07/2013,17,5,270,18.3
01/07/2013,18,8,240,18.1
01/07/2013,19,5,240,17.8
01/07/2013,20,4,260,16.5
01/07/2013,21,4,250,14.9
01/07/2013,22,4,250,13.2
01/07/2013,23,2,240,12.1
02/07/2013,0,2,160,10.2
02/07/2013,1,3,170,9.9
02/07/2013,2,4,170,9.1
02/07/2013,3,4,170,8.9
02/07/2013,4,1,160,9.2
02/07/2013,5,2,170,9.7
02/07/2013,6,2,160,11.5
02/07/2013,7,4,170,12.2
02/07/2013,8,6,150,13.3
02/07/2013,9,8,180,13.4
02/07/2013,10,10,150,14.6
02/07/2013,11,12,160,14.7
02/07/2013,12,10,160,14.1
02/07/2013,13,7,170,14.3
02/07/2013,14,8,160,15.5
02/07/2013,15,12,170,16.3
02/07/2013,16,12,190,15.7
02/07/2013,17,14,180,15.2
02/07/2013,18,12,180,14.8
02/07/2013,19,13,180,14.3
02/07/2013,20,11,190,14.5
02/07/2013,21,11,200,14.4
02/07/2013,22,12,190,14.0
02/07/2013,23,11,190,14.1
03/07/2013,0,10,190,13.9
03/07/2013,1,9,190,13.9
03/07/2013,2,8,190,13.7
03/07/2013,3,6,190,14.0
03/07/2013,4,5,190,14.1
03/07/2013,5,6,210,14.4
03/07/2013,6,7,240,14.7
03/07/2013,7,8,250,15.1
03/07/2013,8,8,260,15.4
03/07/2013,9,7,260,15.9
03/07/2013,10,8,270,16.5
03/07/2013,11,9,270,17.8
03/07/2013,12,9,270,19.5
03/07/2013,13,9,280,18.9
03/07/2013,14,9,270,18.7
03/07/2013,15,9,270,18.3
03/07/2013,16,9,280,17.9
03/07/2013,17,8,270,17.9
03/07/2013,18,7,270,17.8
03/07/2013,19,7,260,17.9
03/07/2013,20,6,240,16.4
03/07/2013,21,6,230,14.6
03/07/2013,22,4,210,12.4
03/07/2013,23,3,190,12.1
04/07/2013,0,4,180,10.4
04/07/2013,1,5,180,11.5
04/07/2013,2,4,180,12.6
04/07/2013,3,7,180,13.1
04/07/2013,4,7,190,13.4
04/07/2013,5,6,190,13.3
04/07/2013,6,7,180,14.2
04/07/2013,7,9,180,15.4
04/07/2013,8,8,210,16.6
04/07/2013,9,7,220,18.1
04/07/2013,10,10,230,18.9
04/07/2013,11,10,230,19.9
04/07/2013,12,11,230,19.8
04/07/2013,13,10,230,20.4
04/07/2013,14,11,230,20.7
04/07/2013,15,12,250,21.2
04/07/2013,16,11,260,21.6
04/07/2013,17,12,250,21.5
04/07/2013,18,11,250,20.7
04/07/2013,19,10,250,19.5
04/07/2013,20,9,240,17.1
04/07/2013,21,5,220,14.6
04/07/2013,22,4,180,13.1
04/07/2013,23,2,190,13.4
05/07/2013,0,3,260,12.3
05/07/2013,1,2,260,10.2
05/07/2013,2,1,120,8.4
05/07/2013,3,1,120,8.4
05/07/2013,4,1,130,7.4
05/07/2013,5,1,100,7.7
05/07/2013,6,1,80,11.1
05/07/2013,7,1,70,13.5
05/07/2013,8,1,310,15.5
05/07/2013,9,2,350,17.8
05/07/2013,10,2,290,19.7
05/07/2013,11,4,140,20.4
05/07/2013,12,3,90,22.5
05/07/2013,13,3,310,22.0
05/07/2013,14,4,320,23.0
05/07/2013,15,4,90,24.1
05/07/2013,16,5,110,24.1
05/07/2013,17,4,90,23.9
05/07/2013,18,4,90,23.8
05/07/2013,19,4,60,21.5
05/07/2013,20,5,100,20.2
05/07/2013,21,7,180,17.1
05/07/2013,22,7,170,15.1
05/07/2013,23,5,160,14.4
06/07/2013,0,4,150,14.8
06/07/2013,1,2,170,13.7
06/07/2013,2,2,190,12.7
06/07/2013,3,2,230,10.2
06/07/2013,4,2,360,9.7
06/07/2013,5,3,60,8.9
06/07/2013,6,1,30,12.9
06/07/2013,7,1,200,16.1
06/07/2013,8,2,200,18.1
06/07/2013,9,3,190,18.7
06/07/2013,10,3,190,19.9
06/07/2013,11,3,200,20.6
06/07/2013,12,4,130,23.0
06/07/2013,13,5,180,23.8
06/07/2013,14,5,200,24.5
06/07/2013,15,4,220,25.2
06/07/2013,16,4,220,25.5
06/07/2013,17,4,160,25.3
06/07/2013,18,4,360,25.0
06/07/2013,19,3,340,24.7
06/07/2013,20,3,330,21.8
06/07/2013,21,3,50,16.6
06/07/2013,22,3,100,14.9
06/07/2013,23,2,150,14.7
07/07/2013,0,1,130,14.0
07/07/2013,1,1,160,13.4
07/07/2013,2,2,50,11.7
07/07/2013,3,1,60,11.0
07/07/2013,4,2,90,11.7
07/07/2013,5,1,60,11.7
07/07/2013,6,1,350,14.7
07/07/2013,7,2,340,15.9
07/07/2013,8,4,10,19.1
07/07/2013,9,4,350,22.1
07/07/2013,10,5,360,23.9
07/07/2013,11,7,20,25.5
07/07/2013,12,7,20,26.0
07/07/2013,13,8,40,26.5
07/07/2013,14,8,40,27.5
07/07/2013,15,8,40,27.1
07/07/2013,16,9,40,27.8
07/07/2013,17,9,40,27.3
07/07/2013,18,9,40,26.7
07/07/2013,19,8,40,24.9
07/07/2013,20,6,30,21.5
07/07/2013,21,7,40,20.3
07/07/2013,22,6,50,18.0
07/07/2013,23,3,40,16.0
08/07/2013,0,4,30,14.7
08/07/2013,1,2,40,14.3
08/07/2013,2,2,360,13.1
08/07/2013,3,3,360,13.6
08/07/2013,4,2,350,12.9
08/07/2013,5,4,10,12.8
08/07/2013,6,4,360,14.4
08/07/2013,7,7,20,16.4
08/07/2013,8,9,20,18.4
08/07/2013,9,10,30,20.0
08/07/2013,10,11,30,21.3
08/07/2013,11,11,30,22.1
08/07/2013,12,12,30,23.3
08/07/2013,13,11,30,23.7
08/07/2013,14,12,30,24.2
08/07/2013,15,12,30,25.1
08/07/2013,16,12,30,25.8
08/07/2013,17,12,30,24.1
08/07/2013,18,12,30,23.0
08/07/2013,19,12,40,21.4
08/07/2013,20,11,30,19.4
08/07/2013,21,11,40,17.2
08/07/2013,22,10,40,15.6
08/07/2013,23,6,10,14.1
09/07/2013,0,6,10,13.3
09/07/2013,1,6,10,12.8
09/07/2013,2,5,360,11.9
09/07/2013,3,4,20,12.0
09/07/2013,4,5,20,10.8
09/07/2013,5,5,10,10.7
09/07/2013,6,4,10,11.7
09/07/2013,7,7,20,12.7
09/07/2013,8,8,10,14.6
09/07/2013,9,8,20,17.4
09/07/2013,10,9,30,19.6
09/07/2013,11,10,20,21.2
09/07/2013,12,12,30,23.0
09/07/2013,13,11,30,23.8
09/07/2013,14,10,30,24.3
09/07/2013,15,10,40,25.6
09/07/2013,16,9,30,25.6
09/07/2013,17,10,30,25.1
09/07/2013,18,9,20,24.4
09/07/2013,19,7,20,22.5
09/07/2013,20,5,30,18.2
09/07/2013,21,5,40,15.6
09/07/2013,22,4,40,15.2
09/07/2013,23,3,340,12.8
10/07/2013,0,3,330,12.7
10/07/2013,1,2,350,11.4
10/07/2013,2,2,350,10.4
10/07/2013,3,2,360,8.8
10/07/2013,4,3,360,9.9
10/07/2013,5,2,320,10.7
10/07/2013,6,2,290,12.0
10/07/2013,7,4,360,14.9
10/07/2013,8,9,20,17.9
10/07/2013,9,12,30,19.7
10/07/2013,10,12,30,20.8
10/07/2013,11,13,30,23.3
10/07/2013,12,15,40,21.9
10/07/2013,13,13,40,23.0
10/07/2013,14,14,30,22.0
10/07/2013,15,12,30,21.9
10/07/2013,16,12,20,21.2
10/07/2013,17,13,20,20.0
10/07/2013,18,13,20,18.9
10/07/2013,19,13,30,17.3
10/07/2013,20,13,30,15.9
10/07/2013,21,12,20,14.6
10/07/2013,22,10,30,12.3
10/07/2013,23,10,40,12.2
11/07/2013,0,7,30,11.0
11/07/2013,1,5,50,10.3
11/07/2013,2,4,40,10.8
11/07/2013,3,7,40,10.9
11/07/2013,4,9,40,11.0
11/07/2013,5,9,40,11.0
11/07/2013,6,9,40,11.5
11/07/2013,7,10,40,12.1
11/07/2013,8,10,50,13.4
11/07/2013,9,10,50,14.4
11/07/2013,10,11,40,16.6
11/07/2013,11,10,40,17.2
11/07/2013,12,10,30,18.0
11/07/2013,13,10,40,19.9
11/07/2013,14,9,30,20.7
11/07/2013,15,10,30,21.2
11/07/2013,16,9,30,21.8
11/07/2013,17,9,40,21.4
11/07/2013,18,10,40,20.6
11/07/2013,19,10,50,19.4
11/07/2013,20,7,50,16.9
11/07/2013,21,5,40,13.2
11/07/2013,22,6,40,12.1
11/07/2013,23,7,30,12.4
12/07/2013,0,7,20,11.4
12/07/2013,1,7,30,10.0
12/07/2013,2,6,30,9.0
12/07/2013,3,4,30,8.8
12/07/2013,4,2,350,8.6
12/07/2013,5,2,10,8.5
12/07/2013,6,4,30,9.9
12/07/2013,7,5,20,12.0
12/07/2013,8,3,40,14.0
12/07/2013,9,4,60,14.9
12/07/2013,10,6,30,16.0
12/07/2013,11,4,70,17.3
12/07/2013,12,4,80,19.2
12/07/2013,13,4,350,20.0
12/07/2013,14,4,340,22.0
12/07/2013,15,5,10,23.3
12/07/2013,16,5,360,23.6
12/07/2013,17,5,350,23.8
12/07/2013,18,4,30,23.2
12/07/2013,19,3,50,22.6
12/07/2013,20,2,50,20.7
12/07/2013,21,3,110,16.6
12/07/2013,22,1,140,15.9
12/07/2013,23,1,170,14.0
13/07/2013,0,1,110,13.3
13/07/2013,1,1,70,13.0
13/07/2013,2,2,80,12.2
13/07/2013,3,1,140,11.9
13/07/2013,4,1,200,11.2
13/07/2013,5,1,20,11.7
13/07/2013,6,2,350,14.6
13/07/2013,7,2,330,16.9
13/07/2013,8,3,330,19.5
13/07/2013,9,5,340,22.9
13/07/2013,10,6,350,25.2
13/07/2013,11,7,350,26.7
13/07/2013,12,6,350,27.4
13/07/2013,13,6,360,28.4
13/07/2013,14,6,350,30.0
13/07/2013,15,7,350,29.9
13/07/2013,16,7,10,30.0
13/07/2013,17,7,10,29.4
13/07/2013,18,7,30,28.6
13/07/2013,19,4,20,28.1
13/07/2013,20,2,40,24.7
13/07/2013,21,3,100,20.0
13/07/2013,22,1,150,19.5
13/07/2013,23,2,60,20.1
14/07/2013,0,5,180,19.5
14/07/2013,1,2,190,16.8
14/07/2013,2,2,170,15.4
14/07/2013,3,1,350,15.3
14/07/2013,4,1,20,14.0
14/07/2013,5,1,60,14.2
14/07/2013,6,2,20,17.4
14/07/2013,7,5,350,19.1
14/07/2013,8,6,350,20.6
14/07/2013,9,6,340,21.9
14/07/2013,10,5,350,23.1
14/07/2013,11,5,330,24.7
14/07/2013,12,5,310,26.1
14/07/2013,13,7,290,27.1
14/07/2013,14,9,300,28.3
14/07/2013,15,10,320,27.9
14/07/2013,16,9,330,28.0
14/07/2013,17,7,320,27.6
14/07/2013,18,6,340,26.5
14/07/2013,19,5,10,24.6
14/07/2013,20,4,60,23.1
14/07/2013,21,2,10,21.4
14/07/2013,22,2,350,19.0
14/07/2013,23,2,40,16.9
15/07/2013,0,3,80,14.2
15/07/2013,1,2,40,13.9
15/07/2013,2,1,20,12.8
15/07/2013,3,2,360,11.6
15/07/2013,4,1,60,10.0
15/07/2013,5,1,50,11.3
15/07/2013,6,2,20,15.1
15/07/2013,7,2,350,17.6
15/07/2013,8,4,340,19.3
15/07/2013,9,3,340,20.9
15/07/2013,10,4,350,21.9
15/07/2013,11,4,350,24.2
15/07/2013,12,4,350,25.5
15/07/2013,13,3,20,26.0
15/07/2013,14,3,270,27.3
15/07/2013,15,4,360,27.5
15/07/2013,16,4,300,28.3
15/07/2013,17,2,170,28.0
15/07/2013,18,n/a,n/a,28.0
15/07/2013,19,n/a,n/a,27.4
15/07/2013,20,n/a,n/a,25.0
15/07/2013,21,n/a,n/a,22.0
15/07/2013,22,n/a,n/a,21.0
15/07/2013,23,n/a,n/a,21.0
16/07/2013,0,n/a,n/a,20.0
16/07/2013,1,n/a,n/a,n/a
16/07/2013,2,n/a,n/a,n/a
16/07/2013,3,n/a,n/a,17.0
16/07/2013,4,n/a,n/a,16.0
16/07/2013,5,n/a,n/a,16.0
16/07/2013,6,n/a,n/a,18.0
16/07/2013,7,n/a,n/a,23.0
16/07/2013,8,n/a,n/a,21.0
16/07/2013,9,n/a,n/a,23.0
16/07/2013,10,n/a,n/a,26.0
16/07/2013,11,n/a,n/a,28.0
16/07/2013,12,n/a,n/a,28.0
16/07/2013,13,n/a,n/a,29.0
16/07/2013,14,n/a,n/a,30.0
16/07/2013,15,n/a,n/a,30.0
16/07/2013,16,n/a,n/a,n/a
16/07/2013,17,5,230,28.7
16/07/2013,18,5,260,28.9
16/07/2013,19,5,290,27.3
16/07/2013,20,4,290,25.3
16/07/2013,21,4,170,20.6
16/07/2013,22,4,190,20.1
16/07/2013,23,2,90,17.8
17/07/2013,0,1,130,16.4
17/07/2013,1,2,330,16.3
17/07/2013,2,1,20,13.6
17/07/2013,3,1,20,12.9
17/07/2013,4,1,340,13.0
17/07/2013,5,2,20,12.3
17/07/2013,6,1,40,15.7
17/07/2013,7,2,360,17.7
17/07/2013,8,3,350,19.9
17/07/2013,9,4,350,22.0
17/07/2013,10,4,330,24.1
17/07/2013,11,4,340,26.2
17/07/2013,12,5,360,27.3
17/07/2013,13,5,350,28.5
17/07/2013,14,4,230,29.2
17/07/2013,15,5,10,29.8
17/07/2013,16,4,350,29.7
17/07/2013,17,4,340,29.4
17/07/2013,18,5,10,28.6
17/07/2013,19,5,30,27.7
17/07/2013,20,5,20,24.7
17/07/2013,21,5,40,22.8
17/07/2013,22,5,40,20.4
17/07/2013,23,6,130,20.7
18/07/2013,0,4,130,19.0
18/07/2013,1,3,70,17.2
18/07/2013,2,2,330,16.2
18/07/2013,3,2,320,15.2
18/07/2013,4,2,10,14.4
18/07/2013,5,2,360,14.5
18/07/2013,6,1,310,16.5
18/07/2013,7,2,330,18.5
18/07/2013,8,3,330,21.5
18/07/2013,9,5,10,23.6
18/07/2013,10,5,20,25.3
18/07/2013,11,8,30,26.3
18/07/2013,12,10,30,27.3
18/07/2013,13,10,30,27.5
18/07/2013,14,10,40,28.6
18/07/2013,15,10,30,28.3
18/07/2013,16,10,40,27.2
18/07/2013,17,12,40,27.4
18/07/2013,18,11,30,26.3
18/07/2013,19,11,30,24.6
18/07/2013,20,7,20,21.0
18/07/2013,21,5,30,18.0
18/07/2013,22,6,40,16.1
18/07/2013,23,5,50,15.2
19/07/2013,0,3,50,15.1
19/07/2013,1,3,70,13.9
19/07/2013,2,3,20,13.9
19/07/2013,3,3,20,11.8
19/07/2013,4,4,20,10.5
19/07/2013,5,4,10,12.1
19/07/2013,6,3,350,14.2
19/07/2013,7,5,10,17.0
19/07/2013,8,8,20,19.6
19/07/2013,9,7,30,22.0
19/07/2013,10,12,60,24.3
19/07/2013,11,13,60,25.6
19/07/2013,12,11,60,27.1
19/07/2013,13,12,60,27.6
19/07/2013,14,12,60,28.0
19/07/2013,15,11,60,28.7
19/07/2013,16,11,60,27.7
19/07/2013,17,11,60,27.5
19/07/2013,18,11,60,27.0
19/07/2013,19,10,60,26.0
19/07/2013,20,9,70,23.6
19/07/2013,21,7,80,19.9
19/07/2013,22,7,90,20.0
19/07/2013,23,7,100,18.7
20/07/2013,0,5,90,16.7
20/07/2013,1,5,40,15.3
20/07/2013,2,5,30,14.2
20/07/2013,3,7,40,14.9
20/07/2013,4,8,30,14.5
20/07/2013,5,7,40,15.0
20/07/2013,6,9,30,16.1
20/07/2013,7,10,40,17.7
20/07/2013,8,10,40,19.3
20/07/2013,9,12,40,20.5
20/07/2013,10,11,30,20.5
20/07/2013,11,13,40,21.4
20/07/2013,12,13,40,20.4
20/07/2013,13,13,30,20.6
20/07/2013,14,11,40,21.2
20/07/2013,15,10,40,23.2
20/07/2013,16,12,30,24.0
20/07/2013,17,12,40,23.1
20/07/2013,18,12,40,22.2
20/07/2013,19,12,30,21.3
20/07/2013,20,12,30,19.6
20/07/2013,21,12,30,18.7
20/07/2013,22,11,30,17.7
20/07/2013,23,10,30,17.3
21/07/2013,0,9,40,17.2
21/07/2013,1,9,60,16.6
21/07/2013,2,7,50,16.3
21/07/2013,3,7,60,16.1
21/07/2013,4,6,40,15.8
21/07/2013,5,6,20,15.8
21/07/2013,6,8,30,16.0
21/07/2013,7,9,40,17.0
21/07/2013,8,9,40,17.7
21/07/2013,9,7,40,18.6
21/07/2013,10,7,70,19.0
21/07/2013,11,6,80,19.9
21/07/2013,12,7,90,21.6
21/07/2013,13,7,70,23.0
21/07/2013,14,8,50,23.9
21/07/2013,15,7,70,25.1
21/07/2013,16,7,70,25.7
21/07/2013,17,7,70,25.9
21/07/2013,18,7,70,25.9
21/07/2013,19,7,60,24.7
21/07/2013,20,5,30,21.5
21/07/2013,21,6,30,19.5
21/07/2013,22,6,30,18.6
21/07/2013,23,7,30,17.1
22/07/2013,0,5,10,16.3
22/07/2013,1,3,350,15.2
22/07/2013,2,7,30,15.3
22/07/2013,3,7,20,15.1
22/07/2013,4,5,10,15.3
22/07/2013,5,5,10,15.5
22/07/2013,6,5,30,15.8
22/07/2013,7,7,40,17.1
22/07/2013,8,6,10,18.5
22/07/2013,9,3,340,21.0
22/07/2013,10,4,130,24.3
22/07/2013,11,6,130,26.0
22/07/2013,12,5,150,29.3
22/07/2013,13,8,170,30.3
22/07/2013,14,11,170,30.9
22/07/2013,15,11,160,32.0
22/07/2013,16,12,190,31.0
22/07/2013,17,11,180,30.5
22/07/2013,18,11,180,28.1
22/07/2013,19,8,200,25.2
22/07/2013,20,5,200,23.1
22/07/2013,21,5,160,21.9
22/07/2013,22,6,160,22.3
22/07/2013,23,4,160,20.6
23/07/2013,0,5,170,19.9
23/07/2013,1,5,170,20.0
23/07/2013,2,4,160,19.0
23/07/2013,3,2,100,18.3
23/07/2013,4,4,220,18.8
23/07/2013,5,3,40,17.2
23/07/2013,6,4,60,19.2
23/07/2013,7,2,320,20.4
23/07/2013,8,5,80,22.3
23/07/2013,9,6,140,22.6
23/07/2013,10,7,180,23.0
23/07/2013,11,6,180,25.8
23/07/2013,12,9,140,25.7
23/07/2013,13,9,200,26.2
23/07/2013,14,10,200,26.9
23/07/2013,15,10,200,28.6
23/07/2013,16,10,200,25.3
23/07/2013,17,9,210,24.6
23/07/2013,18,9,200,24.0
23/07/2013,19,9,180,22.6
23/07/2013,20,8,190,20.4
23/07/2013,21,6,170,17.7
23/07/2013,22,6,170,17.7
23/07/2013,23,5,180,15.4
24/07/2013,0,4,170,16.8
24/07/2013,1,5,170,14.6
24/07/2013,2,5,180,14.0
24/07/2013,3,5,160,13.4
24/07/2013,4,4,160,12.9
24/07/2013,5,4,170,13.8
24/07/2013,6,3,170,15.2
24/07/2013,7,5,210,16.5
24/07/2013,8,6,190,17.0
24/07/2013,9,8,210,18.3
24/07/2013,10,7,210,21.3
24/07/2013,11,7,210,23.0
24/07/2013,12,8,210,23.5
24/07/2013,13,9,210,24.4
24/07/2013,14,10,210,25.9
24/07/2013,15,11,210,25.8
24/07/2013,16,11,210,25.6
24/07/2013,17,12,220,23.6
24/07/2013,18,11,210,23.4
24/07/2013,19,10,190,21.6
24/07/2013,20,8,190,19.9
24/07/2013,21,7,180,17.3
24/07/2013,22,8,170,17.6
24/07/2013,23,6,180,17.7
25/07/2013,0,7,180,17.8
25/07/2013,1,5,180,16.6
25/07/2013,2,3,140,16.8
25/07/2013,3,1,100,16.8
25/07/2013,4,3,140,16.5
25/07/2013,5,5,140,16.5
25/07/2013,6,7,130,17.2
25/07/2013,7,8,160,17.3
25/07/2013,8,7,170,18.0
25/07/2013,9,7,180,18.9
25/07/2013,10,7,190,19.3
25/07/2013,11,7,200,20.1
25/07/2013,12,7,180,22.4
25/07/2013,13,11,190,24.0
25/07/2013,14,11,200,25.8
25/07/2013,15,12,190,24.9
25/07/2013,16,11,190,24.5
25/07/2013,17,11,200,24.1
25/07/2013,18,9,210,22.6
25/07/2013,19,10,210,21.2
25/07/2013,20,6,200,19.3
25/07/2013,21,6,180,16.1
25/07/2013,22,7,170,16.1
25/07/2013,23,5,170,14.8
26/07/2013,0,5,170,14.0
26/07/2013,1,3,190,12.7
26/07/2013,2,3,190,12.0
26/07/2013,3,5,170,11.8
26/07/2013,4,4,170,12.6
26/07/2013,5,3,200,12.5
26/07/2013,6,2,210,13.3
26/07/2013,7,3,200,15.3
26/07/2013,8,2,240,17.2
26/07/2013,9,2,260,19.8
26/07/2013,10,3,200,21.3
26/07/2013,11,4,220,22.9
26/07/2013,12,5,220,23.3
26/07/2013,13,5,210,23.5
26/07/2013,14,6,200,24.0
26/07/2013,15,8,210,24.1
26/07/2013,16,7,200,25.0
26/07/2013,17,6,210,24.6
26/07/2013,18,7,210,24.3
26/07/2013,19,6,220,23.7
26/07/2013,20,4,220,21.6
26/07/2013,21,4,170,15.8
26/07/2013,22,6,160,15.7
26/07/2013,23,5,160,15.4
27/07/2013,0,3,160,12.8
27/07/2013,1,1,170,12.0
27/07/2013,2,1,170,11.2
27/07/2013,3,1,100,10.3
27/07/2013,4,1,110,10.4
27/07/2013,5,2,100,10.0
27/07/2013,6,1,190,12.3
27/07/2013,7,2,70,15.2
27/07/2013,8,2,350,16.3
27/07/2013,9,2,330,18.7
27/07/2013,10,2,220,21.5
27/07/2013,11,2,80,24.6
27/07/2013,12,4,80,26.1
27/07/2013,13,4,350,26.5
27/07/2013,14,5,30,26.1
27/07/2013,15,7,80,26.4
27/07/2013,16,7,90,25.9
27/07/2013,17,6,80,22.9
27/07/2013,18,10,210,16.9
27/07/2013,19,6,250,16.7
27/07/2013,20,5,290,16.4
27/07/2013,21,3,330,16.4
27/07/2013,22,2,290,16.3
27/07/2013,23,4,250,16.2
28/07/2013,0,7,230,15.9
28/07/2013,1,8,230,15.7
28/07/2013,2,5,220,15.2
28/07/2013,3,9,210,14.7
28/07/2013,4,10,200,14.1
